counterpart_name,entity_name,category,value,value_annotation
Bahrain,South Asia,private,300000000.0,US$300 million
United Arab Emirates,South Asia,private,1166662942.9,US$1.2 billion
International Finance Corporation,South Asia,multilateral,25000000.0,US$25 million
Australia,South Asia,private,18074000.0,US$18.1 million
Australia,South Asia,bilateral,6882000.0,US$6.9 million
International Fund for Agricultural Dev.,South Asia,multilateral,1407783485.8,US$1.4 billion
Saudi Arabia,South Asia,bilateral,489557600.0,US$489.6 million
United States,South Asia,private,3114283714.1,US$3.1 billion
Russian Federation,South Asia,bilateral,12783439000.0,US$12.8 billion
China,South Asia,bilateral,16300315274.2,US$16.3 billion
China,South Asia,private,286726000.0,US$286.7 million
United Arab Emirates,South Asia,bilateral,61834172.9,US$61.8 million
Asian Infrastructure Investment Bank,South Asia,multilateral,7215035737.0,US$7.2 billion
"Iran, Islamic Republic Of",South Asia,bilateral,32903000.0,US$32.9 million
Belarus,South Asia,bilateral,24322000.0,US$24.3 million
Sweden,South Asia,bilateral,114674199.0,US$114.7 million
United States,South Asia,bilateral,141544000.0,US$141.5 million
Pakistan,South Asia,bilateral,2109000.0,US$2.1 million
India,South Asia,bilateral,8436864957.6,US$8.4 billion
World Bank-IDA                         ,South Asia,multilateral,44029130000.0,US$44.0 billion
Qatar,South Asia,private,0.0,US$0
United Kingdom,Sri Lanka,private,184635848.4,US$184.6 million
Austria,Sri Lanka,private,144505795.5,US$144.5 million
World Bank-IBRD                         ,Sri Lanka,multilateral,1052439000.0,US$1.1 billion
Australia,Sri Lanka,private,18074000.0,US$18.1 million
Hong Kong,Sri Lanka,private,123110000.0,US$123.1 million
Kuwait,Sri Lanka,bilateral,95164799.6,US$95.2 million
"Korea, Republic of",Sri Lanka,bilateral,371795746.5,US$371.8 million
Spain,Sri Lanka,private,18149583.0,US$18.1 million
Spain,Sri Lanka,bilateral,77120663.7,US$77.1 million
France,Sri Lanka,bilateral,201828984.3,US$201.8 million
France,Sri Lanka,private,210025842.1,US$210.0 million
Japan,Sri Lanka,private,46728375.4,US$46.7 million
Japan,Sri Lanka,bilateral,2265043089.7,US$2.3 billion
Asian Infrastructure Investment Bank,Sri Lanka,multilateral,145463000.0,US$145.5 million
World Bank-IDA                         ,Sri Lanka,multilateral,3566305000.0,US$3.6 billion
India,Sri Lanka,bilateral,3235736000.0,US$3.2 billion
"Germany, Fed. Rep. of",Sri Lanka,bilateral,193966785.6,US$194.0 million
"Iran, Islamic Republic Of",Sri Lanka,bilateral,32903000.0,US$32.9 million
International Fund for Agricultural Dev.,Sri Lanka,multilateral,168852660.2,US$168.9 million
Hungary,Sri Lanka,bilateral,45388502.1,US$45.4 million
Bondholders,Sri Lanka,private,10584688000.0,US$10.6 billion
OPEC Fund for International Dev.,Sri Lanka,multilateral,129505000.0,US$129.5 million
Sweden,Sri Lanka,bilateral,34652000.0,US$34.7 million
Russian Federation,Sri Lanka,bilateral,35416000.0,US$35.4 million
Pakistan,Sri Lanka,bilateral,2109000.0,US$2.1 million
United States,Sri Lanka,bilateral,124995000.0,US$125.0 million
United States,Sri Lanka,private,7518000.0,US$7.5 million
Belgium,Sri Lanka,private,9508012.8,US$9.5 million
Saudi Arabia,Sri Lanka,bilateral,167577866.7,US$167.6 million
China,Sri Lanka,private,0.0,US$0
Nordic Development Fund,Sri Lanka,multilateral,12703982.6,US$12.7 million
Netherlands,Sri Lanka,private,329472593.2,US$329.5 million
Australia,Sri Lanka,bilateral,6882000.0,US$6.9 million
China,Sri Lanka,bilateral,8687353759.7,US$8.7 billion
Canada,Sri Lanka,bilateral,17074460.7,US$17.1 million
Multiple Lenders,Sri Lanka,private,0.0,US$0
European Investment Bank,Sri Lanka,multilateral,78607329.6,US$78.6 million
Asian Dev. Bank   ,Sri Lanka,multilateral,7116559000.0,US$7.1 billion
Caribbean Community (CARICOM),St. Lucia,multilateral,1619000.0,US$1.6 million
Bondholders,St. Lucia,private,333444000.0,US$333.4 million
Caribbean Dev. Bank,St. Lucia,multilateral,220656541.0,US$220.7 million
World Bank-IDA                         ,St. Lucia,multilateral,226443000.0,US$226.4 million
European Investment Bank,St. Lucia,multilateral,5065000.0,US$5.1 million
World Bank-IBRD                         ,St. Lucia,multilateral,2480000.0,US$2.5 million
Trinidad & Tobago,St. Lucia,bilateral,5000000.0,US$5 million
Kuwait,St. Lucia,bilateral,2240623.5,US$2.2 million
France,St. Lucia,bilateral,451921.5,"US$451,922"
African Export-Import Bank,St. Lucia,multilateral,2400000.0,US$2.4 million
Multiple Lenders,St. Lucia,bilateral,240722000.0,US$240.7 million
Saudi Arabia,St. Lucia,bilateral,0.0,US$0
Trinidad & Tobago,St. Vincent and the Grenadines,bilateral,3747146.4,US$3.7 million
China,St. Vincent and the Grenadines,bilateral,45000000.0,US$45 million
United Arab Emirates,St. Vincent and the Grenadines,bilateral,0.0,US$0
Caribbean Dev. Bank,St. Vincent and the Grenadines,multilateral,232407635.0,US$232.4 million
World Bank-IDA                         ,St. Vincent and the Grenadines,multilateral,243873000.0,US$243.9 million
Caribbean Community (CARICOM),St. Vincent and the Grenadines,multilateral,9734000.0,US$9.7 million
United Kingdom,St. Vincent and the Grenadines,bilateral,2844000.0,US$2.8 million
Bondholders,St. Vincent and the Grenadines,private,0.0,US$0
United States,St. Vincent and the Grenadines,bilateral,601000.0,"US$601,000"
Kuwait,St. Vincent and the Grenadines,bilateral,7131027.8,US$7.1 million
Multiple Lenders,St. Vincent and the Grenadines,bilateral,82441000.0,US$82.4 million
Guyana,St. Vincent and the Grenadines,private,948000.0,"US$948,000"
Netherlands,St. Vincent and the Grenadines,private,1326000.0,US$1.3 million
OPEC Fund for International Dev.,St. Vincent and the Grenadines,multilateral,4831000.0,US$4.8 million
Bolivarian Alliance for the Americas (ALBA),St. Vincent and the Grenadines,multilateral,50848000.0,US$50.8 million
Saudi Arabia,St. Vincent and the Grenadines,bilateral,0.0,US$0
Multiple Lenders,St. Vincent and the Grenadines,private,4857000.0,US$4.9 million
Asian Infrastructure Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,200143046.1,US$200.1 million
Benin,Sub-Saharan Africa (excluding high income),bilateral,68245.6,"US$68,246"
Belgium,Sub-Saharan Africa (excluding high income),private,1027844704.6,US$1.0 billion
Turkiye,Sub-Saharan Africa (excluding high income),bilateral,479099839.0,US$479.1 million
Sweden,Sub-Saharan Africa (excluding high income),bilateral,3405000.0,US$3.4 million
Sweden,Sub-Saharan Africa (excluding high income),private,145548277.7,US$145.5 million
Uganda,Sub-Saharan Africa (excluding high income),private,681000.0,"US$681,000"
Bahamas,Sub-Saharan Africa (excluding high income),private,750000.0,"US$750,000"
Belgium,Sub-Saharan Africa (excluding high income),bilateral,484936569.8,US$484.9 million
Bahrain,Sub-Saharan Africa (excluding high income),private,0.0,US$0
Switzerland,Sub-Saharan Africa (excluding high income),bilateral,122406505.9,US$122.4 million
Switzerland,Sub-Saharan Africa (excluding high income),private,2360194252.1000004,US$2.4 billion
Togo,Sub-Saharan Africa (excluding high income),private,46533412.7,US$46.5 million
Thailand,Sub-Saharan Africa (excluding high income),bilateral,1293000.0,US$1.3 million
Tanzania,Sub-Saharan Africa (excluding high income),bilateral,35157000.0,US$35.2 million
Turkiye,Sub-Saharan Africa (excluding high income),private,0.0,US$0
United Kingdom,Sub-Saharan Africa (excluding high income),bilateral,973269196.8,US$973.3 million
Nigeria,Sub-Saharan Africa (excluding high income),bilateral,11293290.3,US$11.3 million
United Arab Emirates,Sub-Saharan Africa (excluding high income),bilateral,1667015802.6,US$1.7 billion
Dev. Bank of the Central African States (BDEAC),Sub-Saharan Africa (excluding high income),multilateral,390085257.2,US$390.1 million
Norway,Sub-Saharan Africa (excluding high income),bilateral,74598962.9,US$74.6 million
Kuwait,Sub-Saharan Africa (excluding high income),bilateral,2882895891.8,US$2.9 billion
Arab Bank for Economic Dev. in Africa (BADEA),Sub-Saharan Africa (excluding high income),multilateral,2160203561.6,US$2.2 billion
Arab Bank for Economic Dev. in Africa (BADEA),Sub-Saharan Africa (excluding high income),private,0.0,US$0
World Bank-IBRD                         ,Sub-Saharan Africa (excluding high income),multilateral,14105494000.0,US$14.1 billion
Denmark,Sub-Saharan Africa (excluding high income),private,296788628.5,US$296.8 million
Denmark,Sub-Saharan Africa (excluding high income),bilateral,62484803.4,US$62.5 million
"Korea, Republic of",Sub-Saharan Africa (excluding high income),private,5146859.2,US$5.1 million
Czechia,Sub-Saharan Africa (excluding high income),private,184822387.8,US$184.8 million
Czechia,Sub-Saharan Africa (excluding high income),bilateral,225362662.7,US$225.4 million
"Korea, Republic of",Sub-Saharan Africa (excluding high income),bilateral,1994111944.6,US$2.0 billion
Croatia,Sub-Saharan Africa (excluding high income),bilateral,39903000.0,US$39.9 million
OPEC Fund for International Dev.,Sub-Saharan Africa (excluding high income),multilateral,1702468486.7,US$1.7 billion
France,Sub-Saharan Africa (excluding high income),bilateral,10345768319.6,US$10.3 billion
France,Sub-Saharan Africa (excluding high income),private,6744465585.7,US$6.7 billion
African Export-Import Bank,Sub-Saharan Africa (excluding high income),multilateral,5447253126.1,US$5.4 billion
African Dev. Bank         ,Sub-Saharan Africa (excluding high income),multilateral,36521820778.5,US$36.5 billion
Japan,Sub-Saharan Africa (excluding high income),private,1777631605.8,US$1.8 billion
United States,Sub-Saharan Africa (excluding high income),private,5025502215.8,US$5.0 billion
Japan,Sub-Saharan Africa (excluding high income),bilateral,4237756697.6,US$4.2 billion
United States,Sub-Saharan Africa (excluding high income),bilateral,1058939978.2,US$1.1 billion
Oman,Sub-Saharan Africa (excluding high income),bilateral,89507000.0,US$89.5 million
"Germany, Fed. Rep. of",Sub-Saharan Africa (excluding high income),bilateral,2096970891.6,US$2.1 billion
Org. of Arab Petroleum Exporting Countries (OAPEC),Sub-Saharan Africa (excluding high income),multilateral,7219000.0,US$7.2 million
"Cote D`Ivoire, Republic Of",Sub-Saharan Africa (excluding high income),private,642562134.9,US$642.6 million
Algeria,Sub-Saharan Africa (excluding high income),bilateral,157641377.3,US$157.6 million
Pakistan,Sub-Saharan Africa (excluding high income),bilateral,12189000.0,US$12.2 million
"Germany, Fed. Rep. of",Sub-Saharan Africa (excluding high income),private,4067600405.4,US$4.1 billion
"Venezuela, Republic Bolivarian",Sub-Saharan Africa (excluding high income),bilateral,18749000.0,US$18.7 million
Panama,Sub-Saharan Africa (excluding high income),private,0.0,US$0
Nordic Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,29222465.5,US$29.2 million
Nordic Development Fund,Sub-Saharan Africa (excluding high income),multilateral,269626515.3,US$269.6 million
Malaysia,Sub-Saharan Africa (excluding high income),bilateral,0.0,US$0
Luxembourg,Sub-Saharan Africa (excluding high income),private,30763906.8,US$30.8 million
European Investment Bank,Sub-Saharan Africa (excluding high income),multilateral,3096042833.8,US$3.1 billion
Mauritius,Sub-Saharan Africa (excluding high income),private,99434545.9,US$99.4 million
Morocco,Sub-Saharan Africa (excluding high income),bilateral,7000000.0,US$7 million
Morocco,Sub-Saharan Africa (excluding high income),private,0.0,US$0
European Economic Community (EEC),Sub-Saharan Africa (excluding high income),multilateral,9314568.2,US$9.3 million
Multiple Lenders,Sub-Saharan Africa (excluding high income),bilateral,4151901000.0,US$4.2 billion
Multiple Lenders,Sub-Saharan Africa (excluding high income),multilateral,87693000.0,US$87.7 million
Multiple Lenders,Sub-Saharan Africa (excluding high income),private,12264391856.5,US$12.3 billion
Angola,Sub-Saharan Africa (excluding high income),bilateral,400478000.0,US$400.5 million
Arab African International Bank,Sub-Saharan Africa (excluding high income),multilateral,31149000.0,US$31.1 million
Libya,Sub-Saharan Africa (excluding high income),bilateral,998526714.2,US$998.5 million
Liberia,Sub-Saharan Africa (excluding high income),private,807395.3,"US$807,395"
Finland,Sub-Saharan Africa (excluding high income),bilateral,67157769.0,US$67.2 million
European Development Fund (EDF),Sub-Saharan Africa (excluding high income),multilateral,57101060.7,US$57.1 million
Namibia,Sub-Saharan Africa (excluding high income),bilateral,1146769.0,US$1.1 million
United Kingdom,Sub-Saharan Africa (excluding high income),private,12084080932.6,US$12.1 billion
Netherlands,Sub-Saharan Africa (excluding high income),bilateral,98293078.4,US$98.3 million
Netherlands,Sub-Saharan Africa (excluding high income),private,1443275460.8999999,US$1.4 billion
Finland,Sub-Saharan Africa (excluding high income),private,5667000.0,US$5.7 million
World Bank-MIGA,Sub-Saharan Africa (excluding high income),multilateral,302270032.8,US$302.3 million
West African Development Bank - BOAD,Sub-Saharan Africa (excluding high income),multilateral,2838280334.0,US$2.8 billion
New Development Bank (NDB),Sub-Saharan Africa (excluding high income),multilateral,3271954920.8,US$3.3 billion
Equatorial Guinea,Sub-Saharan Africa (excluding high income),bilateral,30092063.9,US$30.1 million
Kuwait,Sub-Saharan Africa (excluding high income),private,333370211.79999995,US$333.4 million
Egypt,Sub-Saharan Africa (excluding high income),private,76632000.0,US$76.6 million
Egypt,Sub-Saharan Africa (excluding high income),bilateral,187736000.0,US$187.7 million
Economic Community of West African States (ECOWAS),Sub-Saharan Africa (excluding high income),multilateral,755032372.7,US$755.0 million
Eastern & Southern African Trade & Dev. Bank (TDB),Sub-Saharan Africa (excluding high income),multilateral,2234218793.4,US$2.2 billion
"Congo, Rep.",Sub-Saharan Africa (excluding high income),bilateral,89167790.3,US$89.2 million
"Cote D`Ivoire, Republic Of",Sub-Saharan Africa (excluding high income),bilateral,46722094.7,US$46.7 million
Poland,Sub-Saharan Africa (excluding high income),private,6080000.0,US$6.1 million
Saudi Arabia,Sub-Saharan Africa (excluding high income),private,19060000.0,US$19.1 million
Poland,Sub-Saharan Africa (excluding high income),bilateral,244116677.8,US$244.1 million
International Fund for Agricultural Dev.,Sub-Saharan Africa (excluding high income),multilateral,3694909758.5,US$3.7 billion
Arab Monetary Fund,Sub-Saharan Africa (excluding high income),multilateral,576238406.4,US$576.2 million
Ireland,Sub-Saharan Africa (excluding high income),bilateral,1643460.6,US$1.6 million
Iraq,Sub-Saharan Africa (excluding high income),bilateral,387374867.1,US$387.4 million
Senegal,Sub-Saharan Africa (excluding high income),bilateral,240.7,US$241
India,Sub-Saharan Africa (excluding high income),bilateral,4501172880.7,US$4.5 billion
Canada,Sub-Saharan Africa (excluding high income),private,49996000.0,US$50.0 million
Canada,Sub-Saharan Africa (excluding high income),bilateral,332731941.5,US$332.7 million
Serbia,Sub-Saharan Africa (excluding high income),bilateral,138328000.0,US$138.3 million
Serbia,Sub-Saharan Africa (excluding high income),private,27570214.9,US$27.6 million
India,Sub-Saharan Africa (excluding high income),private,19772264.9,US$19.8 million
Saudi Arabia,Sub-Saharan Africa (excluding high income),bilateral,4539646176.7,US$4.5 billion
Argentina,Sub-Saharan Africa (excluding high income),bilateral,10408000.0,US$10.4 million
World Bank-IDA                         ,Sub-Saharan Africa (excluding high income),multilateral,109648647000.0,US$109.6 billion
Bulgaria,Sub-Saharan Africa (excluding high income),bilateral,79398000.0,US$79.4 million
South Africa,Sub-Saharan Africa (excluding high income),bilateral,600669489.3,US$600.7 million
South Africa,Sub-Saharan Africa (excluding high income),private,2220968558.4,US$2.2 billion
Brazil,Sub-Saharan Africa (excluding high income),private,120421000.0,US$120.4 million
Brazil,Sub-Saharan Africa (excluding high income),bilateral,467058000.0,US$467.1 million
International Bank for Economic Cooperation (IBEC),Sub-Saharan Africa (excluding high income),multilateral,0.0,US$0
"Iran, Islamic Republic Of",Sub-Saharan Africa (excluding high income),bilateral,180304000.0,US$180.3 million
Bondholders,Sub-Saharan Africa (excluding high income),private,149430967857.3,US$149.4 billion
Spain,Sub-Saharan Africa (excluding high income),bilateral,310084658.3,US$310.1 million
Spain,Sub-Saharan Africa (excluding high income),private,1102548420.8,US$1.1 billion
Austria,Sub-Saharan Africa (excluding high income),bilateral,219377240.7,US$219.4 million
Austria,Sub-Saharan Africa (excluding high income),private,578023324.3,US$578.0 million
Cameroon,Sub-Saharan Africa (excluding high income),bilateral,22626089.9,US$22.6 million
Hungary,Sub-Saharan Africa (excluding high income),private,5783000.0,US$5.8 million
Ireland,Sub-Saharan Africa (excluding high income),private,697221000.0,US$697.2 million
Islamic Dev. Bank,Sub-Saharan Africa (excluding high income),multilateral,7727753162.2,US$7.7 billion
Portugal,Sub-Saharan Africa (excluding high income),bilateral,833595465.2,US$833.6 million
Portugal,Sub-Saharan Africa (excluding high income),private,1019303488.3000001,US$1.0 billion
Africa Finance Corporation,Sub-Saharan Africa (excluding high income),private,222875733.0,US$222.9 million
Italy,Sub-Saharan Africa (excluding high income),private,1633810601.2,US$1.6 billion
Italy,Sub-Saharan Africa (excluding high income),bilateral,1038121006.1,US$1.0 billion
China,Sub-Saharan Africa (excluding high income),private,17740359175.1,US$17.7 billion
Qatar,Sub-Saharan Africa (excluding high income),bilateral,84117500.0,US$84.1 million
Greece,Sub-Saharan Africa (excluding high income),bilateral,2032000.0,US$2.0 million
China,Sub-Saharan Africa (excluding high income),bilateral,56775669617.7,US$56.8 billion
Hungary,Sub-Saharan Africa (excluding high income),bilateral,19524000.0,US$19.5 million
Greece,Sub-Saharan Africa (excluding high income),private,446000.0,"US$446,000"
Israel,Sub-Saharan Africa (excluding high income),private,4214137606.9,US$4.2 billion
Romania,Sub-Saharan Africa (excluding high income),bilateral,134839000.0,US$134.8 million
Russian Federation,Sub-Saharan Africa (excluding high income),bilateral,396110787.6,US$396.1 million
Central Bank of West African States (BCEAO),Sub-Saharan Africa (excluding high income),multilateral,308906085.0,US$308.9 million
Arab Fund for Economic & Social Development,Sub-Saharan Africa (excluding high income),multilateral,2355641440.6,US$2.4 billion
United Arab Emirates,Sub-Saharan Africa (excluding high income),private,410851457.2,US$410.9 million
Hong Kong,Sub-Saharan Africa (excluding high income),private,314841000.0,US$314.8 million
Russian Federation,Sub-Saharan Africa (excluding high income),private,15766932.6,US$15.8 million
Chad,Sub-Saharan Africa (excluding high income),bilateral,372.2,US$372
Mali,Sub-Saharan Africa (excluding high income),bilateral,53.8,US$54
Malaysia,Sudan,bilateral,0.0,US$0
World Bank-IDA                         ,Sudan,multilateral,217938000.0,US$217.9 million
"Germany, Fed. Rep. of",Sudan,bilateral,67698879.6,US$67.7 million
Kuwait,Sudan,private,309197831.4,US$309.2 million
Turkiye,Sudan,bilateral,40978154.7,US$41.0 million
Hungary,Sudan,bilateral,5936000.0,US$5.9 million
United Arab Emirates,Sudan,bilateral,387658134.8,US$387.7 million
Ireland,Sudan,bilateral,1643460.6,US$1.6 million
India,Sudan,bilateral,526988000.0,US$527.0 million
African Dev. Bank         ,Sudan,multilateral,77255631.1,US$77.3 million
"Iran, Islamic Republic Of",Sudan,bilateral,102575000.0,US$102.6 million
Libya,Sudan,bilateral,302980487.5,US$303.0 million
Kuwait,Sudan,bilateral,1126795405.3,US$1.1 billion
France,Sudan,bilateral,233178793.6,US$233.2 million
France,Sudan,private,53898000.0,US$53.9 million
Iraq,Sudan,bilateral,71558000.0,US$71.6 million
Japan,Sudan,bilateral,132961974.2,US$133.0 million
United Arab Emirates,Sudan,private,74217000.0,US$74.2 million
Islamic Dev. Bank,Sudan,multilateral,155100391.6,US$155.1 million
Italy,Sudan,bilateral,248020736.1,US$248.0 million
United Kingdom,Sudan,bilateral,224435024.1,US$224.4 million
International Fund for Agricultural Dev.,Sudan,multilateral,87336591.9,US$87.3 million
United States,Sudan,private,5185000.0,US$5.2 million
Serbia,Sudan,bilateral,27938000.0,US$27.9 million
Belgium,Sudan,bilateral,132232230.9,US$132.2 million
Austria,Sudan,bilateral,188903187.0,US$188.9 million
Oman,Sudan,bilateral,89507000.0,US$89.5 million
Pakistan,Sudan,bilateral,9978000.0,US$10.0 million
Poland,Sudan,bilateral,20130000.0,US$20.1 million
OPEC Fund for International Dev.,Sudan,multilateral,62964000.0,US$63.0 million
Canada,Sudan,bilateral,9285000.0,US$9.3 million
China,Sudan,bilateral,920679009.4,US$920.7 million
Qatar,Sudan,bilateral,29000000.0,US$29 million
Romania,Sudan,bilateral,125568000.0,US$125.6 million
Russian Federation,Sudan,bilateral,7458364.4,US$7.5 million
Arab Monetary Fund,Sudan,multilateral,504379284.2,US$504.4 million
Arab Fund for Economic & Social Development,Sudan,multilateral,1054132445.8,US$1.1 billion
Saudi Arabia,Sudan,private,16560000.0,US$16.6 million
Algeria,Sudan,bilateral,83021377.3,US$83.0 million
Croatia,Sudan,bilateral,39903000.0,US$39.9 million
United States,Sudan,bilateral,373798000.0,US$373.8 million
Saudi Arabia,Sudan,bilateral,2126926866.8,US$2.1 billion
Switzerland,Sudan,bilateral,122095596.4,US$122.1 million
Netherlands,Sudan,bilateral,70359135.2,US$70.4 million
Switzerland,Sudan,private,1815691524.7,US$1.8 billion
Spain,Sudan,bilateral,19672000.0,US$19.7 million
Austria,Sudan,private,1229000.0,US$1.2 million
Czechia,Sudan,bilateral,25359000.0,US$25.4 million
Norway,Sudan,bilateral,19954889.8,US$20.0 million
Multiple Lenders,Sudan,private,2493897000.0,US$2.5 billion
European Investment Bank,Sudan,multilateral,43858202.4,US$43.9 million
United Kingdom,Sudan,private,1648239.1,US$1.6 million
Denmark,Sudan,bilateral,61076551.8,US$61.1 million
Israel,Suriname,bilateral,2478815.4,US$2.5 million
European Investment Bank,Suriname,multilateral,197391.0,"US$197,391"
Islamic Dev. Bank,Suriname,multilateral,36747000.0,US$36.7 million
Switzerland,Suriname,private,11925533.1,US$11.9 million
China,Suriname,bilateral,442164186.2,US$442.2 million
China,Suriname,private,54414000.0,US$54.4 million
Italy,Suriname,bilateral,11220120.0,US$11.2 million
Caribbean Dev. Bank,Suriname,multilateral,107251000.0,US$107.3 million
Israel,Suriname,private,14188257.3,US$14.2 million
Italy,Suriname,private,18712666.8,US$18.7 million
World Bank-IBRD                         ,Suriname,multilateral,28966000.0,US$29.0 million
Netherlands,Suriname,bilateral,7755388.5,US$7.8 million
India,Suriname,bilateral,42546000.0,US$42.5 million
Kuwait,Suriname,bilateral,0.0,US$0
Netherlands,Suriname,private,19765072.5,US$19.8 million
Belgium,Suriname,private,2225323.8,US$2.2 million
Caribbean Community (CARICOM),Suriname,multilateral,0.0,US$0
OPEC Fund for International Dev.,Suriname,multilateral,27880000.0,US$27.9 million
Bondholders,Suriname,private,660000000.0,US$660 million
Inter-American Dev. Bank      ,Suriname,multilateral,1006768000.0,US$1.0 billion
France,Suriname,bilateral,30240301.2,US$30.2 million
India,Syrian Arab Republic,bilateral,30730000.0,US$30.7 million
Iraq,Syrian Arab Republic,bilateral,4875.4,"US$4,875"
"Iran, Islamic Republic Of",Syrian Arab Republic,bilateral,2855000.0,US$2.9 million
Arab Monetary Fund,Syrian Arab Republic,multilateral,11267723.2,US$11.3 million
Bulgaria,Syrian Arab Republic,bilateral,8210000.0,US$8.2 million
Serbia,Syrian Arab Republic,bilateral,32436000.0,US$32.4 million
Saudi Arabia,Syrian Arab Republic,bilateral,66553866.6,US$66.6 million
Arab Towns Organization (ATO),Syrian Arab Republic,multilateral,207825.9,"US$207,826"
United Arab Emirates,Syrian Arab Republic,bilateral,106692988.4,US$106.7 million
Islamic Dev. Bank,Syrian Arab Republic,multilateral,165815203.3,US$165.8 million
Malaysia,Syrian Arab Republic,bilateral,40939932.3,US$40.9 million
European Investment Bank,Syrian Arab Republic,multilateral,541401957.0,US$541.4 million
Kuwait,Syrian Arab Republic,bilateral,248563078.3,US$248.6 million
World Bank-IDA                         ,Syrian Arab Republic,multilateral,14052000.0,US$14.1 million
OPEC Fund for International Dev.,Syrian Arab Republic,multilateral,39766186.5,US$39.8 million
France,Syrian Arab Republic,private,9065441.4,US$9.1 million
Arab Fund for Economic & Social Development,Syrian Arab Republic,multilateral,589076148.8,US$589.1 million
International Fund for Agricultural Dev.,Syrian Arab Republic,multilateral,26892560.2,US$26.9 million
Japan,Syrian Arab Republic,bilateral,306773060.9,US$306.8 million
"Germany, Fed. Rep. of",Syrian Arab Republic,bilateral,310351154.1,US$310.4 million
China,Syrian Arab Republic,bilateral,66562089.1,US$66.6 million
Italy,Syrian Arab Republic,bilateral,22916056.2,US$22.9 million
Romania,Syrian Arab Republic,private,6450000.0,US$6.5 million
Russian Federation,Syrian Arab Republic,bilateral,525000000.0,US$525 million
United States,Syrian Arab Republic,bilateral,237024000.0,US$237.0 million
International Fund for Agricultural Dev.,Tajikistan,multilateral,21152634.7,US$21.2 million
United Arab Emirates,Tajikistan,bilateral,4707147.7,US$4.7 million
European Bank for Reconstruction and Dev. (EBRD),Tajikistan,multilateral,311199980.7,US$311.2 million
Asian Infrastructure Investment Bank,Tajikistan,multilateral,60312000.0,US$60.3 million
Islamic Dev. Bank,Tajikistan,multilateral,220434869.1,US$220.4 million
"Germany, Fed. Rep. of",Tajikistan,bilateral,14701473.9,US$14.7 million
France,Tajikistan,private,20778000.0,US$20.8 million
Kuwait,Tajikistan,bilateral,40055203.8,US$40.1 million
European Investment Bank,Tajikistan,multilateral,76901844.5,US$76.9 million
Eurasian Development Bank,Tajikistan,multilateral,105461000.0,US$105.5 million
OPEC Fund for International Dev.,Tajikistan,multilateral,74179000.0,US$74.2 million
United States,Tajikistan,bilateral,150000.0,"US$150,000"
China,Tajikistan,bilateral,824891907.2,US$824.9 million
Saudi Arabia,Tajikistan,bilateral,97959733.3,US$98.0 million
Asian Dev. Bank   ,Tajikistan,multilateral,253361000.0,US$253.4 million
Bondholders,Tajikistan,private,500000000.0,US$500 million
World Bank-IDA                         ,Tajikistan,multilateral,369363000.0,US$369.4 million
United Arab Emirates,Tanzania,bilateral,34957794.4,US$35.0 million
Austria,Tanzania,bilateral,0.0,US$0
Nordic Development Fund,Tanzania,multilateral,10450896.1,US$10.5 million
European Investment Bank,Tanzania,multilateral,124206194.5,US$124.2 million
United States,Tanzania,private,3927000.0,US$3.9 million
"Iran, Islamic Republic Of",Tanzania,bilateral,77729000.0,US$77.7 million
African Dev. Bank         ,Tanzania,multilateral,3478861281.4,US$3.5 billion
Hungary,Tanzania,private,5783000.0,US$5.8 million
OPEC Fund for International Dev.,Tanzania,multilateral,128181000.0,US$128.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Tanzania,multilateral,80951000.0,US$81.0 million
Nordic Investment Bank,Tanzania,multilateral,3158256.0,US$3.2 million
United Arab Emirates,Tanzania,private,14667190.2,US$14.7 million
Italy,Tanzania,bilateral,0.0,US$0
Netherlands,Tanzania,private,9216882.7,US$9.2 million
Italy,Tanzania,private,1787000.0,US$1.8 million
Arab African International Bank,Tanzania,multilateral,8304000.0,US$8.3 million
Angola,Tanzania,bilateral,3406000.0,US$3.4 million
Multiple Lenders,Tanzania,private,250000000.0,US$250 million
Austria,Tanzania,private,22417384.2,US$22.4 million
"Germany, Fed. Rep. of",Tanzania,private,544309122.5,US$544.3 million
Liberia,Tanzania,private,807395.3,"US$807,395"
Japan,Tanzania,bilateral,417488166.2,US$417.5 million
Kuwait,Tanzania,bilateral,91457100.2,US$91.5 million
African Export-Import Bank,Tanzania,multilateral,300000000.0,US$300 million
"Korea, Republic of",Tanzania,bilateral,423542282.4,US$423.5 million
France,Tanzania,bilateral,328873145.1,US$328.9 million
France,Tanzania,private,295180000.0,US$295.2 million
Poland,Tanzania,bilateral,71486000.0,US$71.5 million
Poland,Tanzania,private,6080000.0,US$6.1 million
Iraq,Tanzania,bilateral,29996955.0,US$30.0 million
India,Tanzania,private,1281859.6,US$1.3 million
United Kingdom,Tanzania,bilateral,920839.7,"US$920,840"
South Africa,Tanzania,private,784400000.0,US$784.4 million
South Africa,Tanzania,bilateral,86817000.0,US$86.8 million
Serbia,Tanzania,private,6221214.9,US$6.2 million
World Bank-IDA                         ,Tanzania,multilateral,12097217000.0,US$12.1 billion
India,Tanzania,bilateral,599637485.9,US$599.6 million
Sweden,Tanzania,bilateral,3405000.0,US$3.4 million
