counterpart_name,entity_name,category,value
Russian Federation,IDA only,bilateral,11382940962.5
Russian Federation,IDA only,other private,252000.0
Asian Infrastructure Investment Bank,IDA only,multilateral,2824451679.5
Switzerland,IDA only,commercial banks,2270308524.7
Arab African International Bank,IDA only,multilateral,8304000.0
Caribbean Dev. Bank,IDA only,multilateral,186923000.0
Belgium,IDA only,other private,19409000.0
European Bank for Reconstruction and Dev. (EBRD),IDA only,multilateral,398250158.3
Finland,IDA only,bilateral,1320441.9
Belgium,IDA only,commercial banks,533156207.7
Belgium,IDA only,bilateral,312520725.8
Caribbean Community (CARICOM),IDA only,multilateral,7327000.0
Arab Bank for Economic Dev. in Africa (BADEA),IDA only,commercial banks,0.0
Arab Bank for Economic Dev. in Africa (BADEA),IDA only,multilateral,1848124673.8
Council of Europe,IDA only,multilateral,47209693.8
Israel,IDA only,other private,7142000.0
Israel,IDA only,commercial banks,1130762959.0
"Korea, Republic of",IDA only,bilateral,4504800719.6
"Korea, Republic of",IDA only,other private,5146859.2
Poland,IDA only,bilateral,242286842.4
Poland,IDA only,other private,6080000.0
Portugal,IDA only,commercial banks,67095625.0
Islamic Solidarity Fund for Dev. (ISFD),IDA only,multilateral,18718516.0
Portugal,IDA only,bilateral,447372986.3
Benin,IDA only,bilateral,68245.6
Egypt,IDA only,bilateral,187736000.0
Egypt,IDA only,other private,82000.0
Angola,IDA only,bilateral,371842000.0
Arab Fund for Economic & Social Development,IDA only,multilateral,4073599392.7
United Kingdom,IDA only,commercial banks,5368070685.5
Switzerland,IDA only,bilateral,123666740.5
United Kingdom,IDA only,other private,195891912.5
Croatia,IDA only,bilateral,39903000.0
Norway,IDA only,bilateral,31678876.3
Eurasian Development Bank,IDA only,multilateral,365614000.0
United Kingdom,IDA only,bilateral,1035281639.1
Economic Community of West African States (ECOWAS),IDA only,multilateral,547496358.3
European Union,IDA only,multilateral,119473500.0
United States,IDA only,commercial banks,2708460590.8
China,IDA only,commercial banks,4379133609.3
China,IDA only,bilateral,58726993134.5
Africa Finance Corporation,IDA only,commercial banks,51945000.0
Org. of Arab Petroleum Exporting Countries (OAPEC),IDA only,multilateral,35580000.0
Pakistan,IDA only,bilateral,14298000.0
World Bank-IDA                         ,IDA only,multilateral,111282828000.0
European Economic Community (EEC),IDA only,multilateral,7738982.0
African Dev. Bank         ,IDA only,multilateral,18961495423.5
OPEC Fund for International Dev.,IDA only,multilateral,2334004120.0
European Development Fund (EDF),IDA only,multilateral,5274495.3
Chad,IDA only,bilateral,372.2
Panama,IDA only,other private,0.0
European Investment Bank,IDA only,multilateral,4145856119.9
Central Bank of West African States (BCEAO),IDA only,multilateral,170167983.0
Central American Bank for Econ. Integration (BCIE),IDA only,multilateral,4195095206.3
Peru,IDA only,bilateral,16563000.0
World Bank-IBRD                         ,IDA only,multilateral,1134633000.0
India,IDA only,bilateral,12439466838.3
India,IDA only,other private,19772264.9
"Cote D`Ivoire, Republic Of",IDA only,other private,20000000.0
Inter-American Dev. Bank      ,IDA only,multilateral,6390487000.0
Japan,IDA only,commercial banks,774139666.7
Japan,IDA only,bilateral,22338582367.5
United States,IDA only,bilateral,1524556978.2
"Venezuela, Republic Bolivarian",IDA only,bilateral,251737000.0
Viet Nam,IDA only,bilateral,121641000.0
Italy,IDA only,bilateral,1042208816.7
Italy,IDA only,commercial banks,586272048.0
West African Development Bank - BOAD,IDA only,multilateral,2449532890.7
Italy,IDA only,other private,81378228.7
African Export-Import Bank,IDA only,multilateral,2258465750.0
Algeria,IDA only,bilateral,157641377.3
"Cote D`Ivoire, Republic Of",IDA only,commercial banks,622562134.9
Equatorial Guinea,IDA only,bilateral,30092063.9
United Arab Emirates,IDA only,commercial banks,89800190.2
Arab Towns Organization (ATO),IDA only,multilateral,207825.9
Argentina,IDA only,bilateral,14923000.0
Costa Rica,IDA only,bilateral,315316000.0
Canada,IDA only,bilateral,101516036.9
Turkiye,IDA only,bilateral,425962165.1
Asian Dev. Bank   ,IDA only,multilateral,32979484000.0
Hungary,IDA only,other private,5783000.0
Hungary,IDA only,bilateral,272114502.1
United Arab Emirates,IDA only,other private,0.0
Liberia,IDA only,commercial banks,807395.3
Czechia,IDA only,bilateral,299983662.7
Trinidad & Tobago,IDA only,commercial banks,11173000.0
Uganda,IDA only,other private,681000.0
Czechia,IDA only,commercial banks,80121006.9
Togo,IDA only,commercial banks,46533412.7
Libya,IDA only,bilateral,1065053714.2
Thailand,IDA only,other private,0.0
Thailand,IDA only,commercial banks,12647000.0
Thailand,IDA only,bilateral,757776063.4
Tanzania,IDA only,bilateral,35157000.0
Luxembourg,IDA only,other private,0.0
Bahrain,IDA only,other private,0.0
Ireland,IDA only,commercial banks,39540000.0
Ireland,IDA only,bilateral,1643460.6
Malaysia,IDA only,bilateral,82939932.3
Malaysia,IDA only,commercial banks,50000000.0
Cameroon,IDA only,bilateral,22626089.9
Romania,IDA only,other private,6450000.0
France,IDA only,other private,648878609.6
Islamic Dev. Bank,IDA only,multilateral,7405907153.4
Eastern & Southern African Trade & Dev. Bank (TDB),IDA only,multilateral,801845976.7
Qatar,IDA only,bilateral,84117500.0
France,IDA only,bilateral,6699986825.2
Kuwait,IDA only,other private,4023380.4
France,IDA only,commercial banks,3239213818.0
Arab Monetary Fund,IDA only,multilateral,864911731.6
Kuwait,IDA only,bilateral,3842035234.8
Kuwait,IDA only,commercial banks,329346831.4
"Cote D`Ivoire, Republic Of",IDA only,bilateral,46722094.7
Belarus,IDA only,bilateral,24322000.0
United Arab Emirates,IDA only,bilateral,1839982719.0
Romania,IDA only,bilateral,134839000.0
Nordic Investment Bank,IDA only,multilateral,14998494.3
International Bank for Economic Cooperation (IBEC),IDA only,multilateral,0.0
Barbados,IDA total,bilateral,3355000.0
"Cote D`Ivoire, Republic Of",IDA total,other private,20000000.0
"Cote D`Ivoire, Republic Of",IDA total,commercial banks,622562134.9
Belarus,IDA total,bilateral,24322000.0
Peru,IDA total,bilateral,16563000.0
"Cote D`Ivoire, Republic Of",IDA total,bilateral,46722094.7
Barbados,IDA total,commercial banks,582222.2
Greece,IDA total,bilateral,2032000.0
Hong Kong,IDA total,commercial banks,133110000.0
Bahrain,IDA total,other private,0.0
Bahrain,IDA total,commercial banks,228799000.0
OPEC Fund for International Dev.,IDA total,multilateral,3086624673.2
Portugal,IDA total,bilateral,582154465.2
Hong Kong,IDA total,other private,304841000.0
Pakistan,IDA total,bilateral,14298000.0
Portugal,IDA total,commercial banks,475787457.1
Corporacion Andina de Fomento,IDA total,multilateral,0.0
Org. of Arab Petroleum Exporting Countries (OAPEC),IDA total,multilateral,35580000.0
Senegal,IDA total,bilateral,240.7
Benin,IDA total,bilateral,68245.6
Nordic Development Fund,IDA total,multilateral,432255658.1
Czechia,IDA total,commercial banks,244617316.2
Panama,IDA total,other private,0.0
Czechia,IDA total,bilateral,299983662.7
Nigeria,IDA total,bilateral,11293290.3
Bahamas,IDA total,commercial banks,750000.0
Council of Europe,IDA total,multilateral,47209693.8
Nordic Investment Bank,IDA total,multilateral,23309694.3
Grenada,IDA total,commercial banks,0.0
Romania,IDA total,bilateral,134839000.0
Poland,IDA total,bilateral,242286842.4
Bolivarian Alliance for the Americas (ALBA),IDA total,multilateral,50848000.0
Honduras,IDA total,bilateral,118637000.0
"Congo, Rep.",IDA total,bilateral,89167790.3
Costa Rica,IDA total,bilateral,315316000.0
Poland,IDA total,other private,6080000.0
Hungary,IDA total,other private,5783000.0
Hungary,IDA total,bilateral,274662502.1
Norway,IDA total,bilateral,75600685.4
International Bank for Economic Cooperation (IBEC),IDA total,multilateral,0.0
Russian Federation,IDA total,other private,252000.0
Croatia,IDA total,bilateral,39903000.0
Russian Federation,IDA total,commercial banks,390159932.6
Greece,IDA total,other private,446000.0
Bondholders,IDA total,bonds,91360747587.5
Belgium,IDA total,other private,28235494.4
Saudi Arabia,IDA total,other private,2500000.0
Qatar,IDA total,bilateral,84117500.0
Saudi Arabia,IDA total,commercial banks,16560000.0
Guyana,IDA total,commercial banks,948000.0
Saudi Arabia,IDA total,bilateral,12166761309.8
Romania,IDA total,other private,6450000.0
Belgium,IDA total,bilateral,491343136.8
Russian Federation,IDA total,bilateral,11853873492.1
Inter-American Dev. Bank      ,IDA total,multilateral,7557729000.0
Belize,IDA total,bilateral,1000000.0
India,IDA total,other private,19772264.9
Belgium,IDA total,commercial banks,963617150.4
India,IDA total,bilateral,12996857838.3
China,IDA total,bilateral,108130295219.4
Serbia,IDA total,commercial banks,201179000.0
France,IDA total,commercial banks,6047375375.8
France,IDA total,bilateral,12524998109.3
Arab Monetary Fund,IDA total,multilateral,864911731.6
Eastern & Southern African Trade & Dev. Bank (TDB),IDA total,multilateral,2234218793.4
United Arab Emirates,IDA total,bilateral,1951476502.4
Economic Community of West African States (ECOWAS),IDA total,multilateral,755032372.7
United Arab Emirates,IDA total,commercial banks,183267945.4
France,IDA total,other private,669833522.4
United Arab Emirates,IDA total,other private,275480926.2
Arab Fund for Economic & Social Development,IDA total,multilateral,4073599392.7
Egypt,IDA total,bilateral,187736000.0
Egypt,IDA total,other private,82000.0
Equatorial Guinea,IDA total,bilateral,30092063.9
United Kingdom,IDA total,bilateral,1071490756.3
United Kingdom,IDA total,commercial banks,7625975758.7
United Kingdom,IDA total,other private,220780930.0
Islamic Solidarity Fund for Dev. (ISFD),IDA total,multilateral,18718516.0
Eurasian Development Bank,IDA total,multilateral,365614000.0
Kuwait,IDA total,bilateral,4278943823.9
Kuwait,IDA total,other private,4023380.4
Libya,IDA total,bilateral,1078172532.7
Togo,IDA total,commercial banks,46533412.7
Cameroon,IDA total,bilateral,22626089.9
Trinidad & Tobago,IDA total,bilateral,37680146.4
Trinidad & Tobago,IDA total,commercial banks,11173000.0
Trinidad & Tobago,IDA total,other private,3505185.2
Liberia,IDA total,commercial banks,807395.3
Kuwait,IDA total,commercial banks,329346831.4
Asian Dev. Bank   ,IDA total,multilateral,59750156000.0
Turkiye,IDA total,other private,0.0
Canada,IDA total,bilateral,106430036.9
Serbia,IDA total,bilateral,463806000.0
Argentina,IDA total,bilateral,14923000.0
Arab Towns Organization (ATO),IDA total,multilateral,207825.9
Uganda,IDA total,other private,681000.0
Islamic Dev. Bank,IDA total,multilateral,11492918467.5
Turkiye,IDA total,bilateral,544290839.0
"Korea, Republic of",IDA total,other private,5146859.2
"Korea, Republic of",IDA total,bilateral,5594444988.4
Israel,IDA total,bilateral,2478815.4
Italy,IDA total,bilateral,1381459041.0
Italy,IDA total,commercial banks,1024899730.5
Italy,IDA total,other private,81378228.7
African Export-Import Bank,IDA total,multilateral,5475061317.5
World Bank-IBRD                         ,IDA total,multilateral,12183304000.0
Central American Bank for Econ. Integration (BCIE),IDA total,multilateral,4208255206.3
China,IDA total,other private,2889136538.5
West African Development Bank - BOAD,IDA total,multilateral,2838280334.0
China,IDA total,commercial banks,4991627486.2
Central Bank of West African States (BCEAO),IDA total,multilateral,170167983.0
Chad,IDA total,bilateral,372.2
European Development Fund (EDF),IDA total,multilateral,70949031.7
African Dev. Bank         ,IDA total,multilateral,30595684355.9
European Economic Community (EEC),IDA total,multilateral,15608649.5
World Bank-IDA                         ,IDA total,multilateral,172140801000.0
Africa Finance Corporation,IDA total,commercial banks,222875733.0
European Investment Bank,IDA total,multilateral,4889886469.7
Viet Nam,IDA total,bilateral,121641000.0
"Venezuela, Republic Bolivarian",IDA total,bilateral,608923259.3
Algeria,IDA total,bilateral,158253377.3
Israel,IDA total,commercial banks,1472808795.3
Israel,IDA total,other private,7142000.0
Arab Bank for Economic Dev. in Africa (BADEA),IDA total,multilateral,2150203966.8
Arab Bank for Economic Dev. in Africa (BADEA),IDA total,commercial banks,0.0
Caribbean Community (CARICOM),IDA total,multilateral,22248000.0
Finland,IDA total,other private,5667000.0
Finland,IDA total,bilateral,68789210.9
European Bank for Reconstruction and Dev. (EBRD),IDA total,multilateral,738385137.0
Caribbean Dev. Bank,IDA total,multilateral,1190124330.7
Arab African International Bank,IDA total,multilateral,21905000.0
Angola,IDA total,bilateral,400478000.0
European Union,IDA total,multilateral,119473500.0
United States,IDA total,bilateral,2313187978.2
United States,IDA total,commercial banks,3238623141.7
United States,IDA total,other private,18750000.0
Japan,IDA total,commercial banks,3945039679.6
Japan,IDA total,bilateral,30550499592.7
Thailand,IDA total,other private,0.0
Thailand,IDA total,commercial banks,12647000.0
Oman,IDA total,bilateral,89507000.0
Tanzania,IDA total,bilateral,35157000.0
Australia,IDA total,bilateral,1878125305.4
Multiple Lenders,IDA total,bilateral,13185160000.0
"Germany, Fed. Rep. of",IDA total,other private,199576845.6
"Germany, Fed. Rep. of",IDA total,commercial banks,2899636042.6
Thailand,IDA total,bilateral,757776063.4
Denmark,IDA total,bilateral,65792803.4
Denmark,IDA total,commercial banks,296788628.5
"Iran, Islamic Republic Of",IDA total,bilateral,273390654.0
Spain,IDA total,bilateral,702608992.1
Spain,IDA total,commercial banks,278688246.3
Spain,IDA total,other private,43265687.4
Brazil,IDA total,bilateral,489326000.0
Brazil,IDA total,commercial banks,120421000.0
Morocco,IDA total,commercial banks,0.0
Morocco,IDA total,bilateral,7000000.0
Australia,IDA total,other private,18074000.0
Dev. Bank of the Central African States (BDEAC),IDA total,multilateral,390085257.2
Multiple Lenders,IDA total,commercial banks,9284336121.0
Multiple Lenders,IDA total,other private,2506436000.0
Serbia,IDA total,other private,59812214.9
Singapore,IDA total,commercial banks,72350855.1
Singapore,IDA total,other private,27540000.0
International Fund for Agricultural Dev.,IDA total,multilateral,5781617312.9
Netherlands,IDA total,other private,179630268.8
Netherlands,IDA total,commercial banks,1104129951.9
Netherlands,IDA total,bilateral,254597661.2
South Africa,IDA total,bilateral,403313863.1
South Africa,IDA total,commercial banks,2210941558.4
South Africa,IDA total,other private,6096000.0
Namibia,IDA total,bilateral,1146769.0
Austria,IDA total,other private,1229000.0
Austria,IDA total,commercial banks,728678226.6
Austria,IDA total,bilateral,298633882.8
South Asian Development Fund (SADF),IDA total,multilateral,7222000.0
Multiple Lenders,IDA total,multilateral,100839000.0
